Name	Id	Type	Is3D
gf218a	6934	swap	-
gf219c	6936	swap	-
gf220a	6938	swap	-
gf221a	6940	swap	-
gf222b	6942	swap	-
gf223b	6944	swap	-
gf224a	6946	swap	-
gf225a	6948	swap	-
gf225b	6949	swap	-
gf226a	6950	swap	-
gf226b	6951	swap	-
gf227b	6952	swap	-
gf227c	6953	swap	-
gf228a	6954	swap	-
gf229c	6956	swap	-
gf229d	6957	swap	-
gf230b	6958	swap	-
gf230d	6959	swap	-
gf231a	6960	swap	-
gf231e	6961	swap	-
gf232a	6962	swap	-
gf232b	6963	swap	-
gf233a	6964	swap	-
gf233d	6965	swap	-
gf234b	6966	swap	-
gf235b	6968	swap	-
gf236b	6970	swap	-
gf237c	6972	swap	-
gf238a	6974	swap	-
gf238c	6975	swap	-
gf239c	6976	swap	-
gf240a	6978	swap	-
gf241c	6980	swap	-
gf242a	6982	swap	-
gf243d	6984	swap	-
gf244a	6986	swap	-
gf245c	6988	swap	-
gf245d	6989	swap	-
gf246b	6990	swap	-
gf246c	6991	swap	-
gf247e	6992	swap	-
LM101b	7000	swap	-
LM101c	7001	swap	-
LM102c	7002	swap	-
LM102d	7003	swap	-
LM103c	7004	swap	-
LM103d	7005	swap	-
LM104a	7006	swap	-
LM104b	7007	swap	-
LM105a	7008	swap	-
LM105b	7009	swap	-
LM106b	7010	swap	-
LM106c	7011	swap	-
LM107b	7012	swap	-
LM107f	7013	swap	-
LM108b	7014	swap	-
LM108c	7015	swap	-
LM109c	7016	swap	-
LM109e	7017	swap	-
LM110c	7018	swap	-
LM110f	7019	swap	-
LM111c	7020	swap	-
LM111d	7021	swap	-
LM112e	7022	swap	-
LM113a	7024	swap	-
LM113c	7025	swap	-
LM114b	7026	swap	-
LM115c	7028	lock	-
LM115e	7029	lock	-
LM116c	7030	swap	-
LM116e	7031	swap	-
LM117e	7032	swap	-
LM118a	7034	swap	-
LM118d	7035	swap	-
LM119d	7036	swap	-
LM120c	7038	swap	-
LM121d	7040	swap	-
LM122a	7042	swap	-
LM123d	7044	swap	-
LM124a	7046	swap	-
LM124d	7047	swap	-
LM125a	7048	swap	-
LM125b	7049	swap	-
LM126a	7050	swap	-
LM126c	7051	swap	-
LM127a	7052	swap	-
LM127e	7053	swap	-
LM128b	7054	swap	-
LM129c	7056	swap	-
LM129e	7057	swap	-
LM130a	7058	swap	-
LM131a	7060	swap	-
LM131e	7061	swap	-
LM132a	7062	swap	-
LM132b	7063	swap	-
LM133a	7064	swap	-
LM134c	7066	swap	-
LM135c	7068	swap	-
LM135d	7069	swap	-
LM136c	7070	swap	-
LM136d	7071	swap	-
LM137b	7072	swap	-
LM137e	7073	swap	-
LM138a	7074	swap	-
LM138e	7075	swap	-
LM139d	7076	swap	-
LM140c	7078	swap	-
LM141a	7080	swap	-
LM142a	7082	swap	-
LM142e	7083	swap	-
LM143a	7084	swap	-
LM144b	7086	swap	-
LM145b	7088	swap	-
LM146d	7090	swap	-
LM147a	7092	swap	-
LF101a	7100	swap	-
LF102b	7102	swap	-
LF102d	7103	swap	-
LF103a	7104	swap	-
LF103c	7105	swap	-
LF104b	7106	swap	-
LF104d	7107	swap	-
LF105b	7108	swap	-
LF105d	7109	swap	-
LF106c	7110	swap	-
LF106e	7111	swap	-
LF107a	7112	swap	-
LF107b	7113	swap	-
LF108a	7114	swap	-
LF109b	7116	swap	-
LF109d	7117	swap	-
LF110b	7118	swap	-
LF110c	7119	swap	-
LF111b	7120	swap	-
LF111e	7121	swap	-
LF112e	7122	swap	-
LF112f	7123	swap	-
LF113a	7124	swap	-
LF113f	7125	swap	-
LF114d	7126	swap	-
LF114e	7127	swap	-
LF115e	7128	lock	-
LF115f	7129	lock	-
LF116b	7130	swap	-
LF117e	7132	swap	-
LF118b	7134	swap	-
LF119a	7136	swap	-
LF120b	7138	swap	-
LF121e	7140	swap	-
LF122a	7142	swap	-
LF123e	7144	swap	-
LF124a	7146	swap	-
LF124b	7147	swap	-
LF125d	7148	swap	-
LF126d	7150	swap	-
LF126e	7151	swap	-
LF127d	7152	swap	-
LF127e	7153	swap	-
LF128d	7154	swap	-
LF129d	7156	swap	-
LF130d	7158	swap	-
LF131c	7160	swap	-
LF132a	7162	swap	-
LF132b	7163	swap	-
LF133a	7164	swap	-
LF134c	7166	swap	-
LF135b	7168	swap	-
LF135d	7169	swap	-
LF136b	7170	swap	-
LF136c	7171	swap	-
LF137a	7172	swap	-
LF137b	7173	swap	-
LF138g	7174	swap	-
LF139c	7176	swap	-
LF140b	7178	swap	-
LF141c	7180	swap	-
LF142a	7182	swap	-
LF143b	7184	swap	-
LF144a	7186	swap	-
LF144e	7187	swap	-
LF145a	7188	swap	-
LF145d	7189	swap	-
LF146c	7190	swap	-
LF146e	7191	swap	-
LF147b	7192	swap	-
zm101b	7300	swap	-
zm101c	7301	swap	-
zm102c	7302	swap	-
zm102d	7303	swap	-
zm103c	7304	swap	-
zm103d	7305	swap	-
zm104a	7306	swap	-
zm104b	7307	swap	-
zm105a	7308	swap	-
zm105b	7309	swap	-
zm106b	7310	swap	-
zm106c	7311	swap	-
zm107b	7312	swap	-
zm107f	7313	swap	-
zm108b	7314	swap	-
zm108c	7315	swap	-
zm109c	7316	swap	-
zm109e	7317	swap	-
zm110c	7318	swap	-
zm110f	7319	swap	-
zm111c	7320	swap	-
zm111d	7321	swap	-
zm112e	7322	swap	-
zm113a	7324	swap	-
zm113c	7325	swap	-
zm114b	7326	swap	-
zm115c	7328	lock	-
zm115e	7329	lock	-
zm116c	7330	swap	-
zm116e	7331	swap	-
zm117e	7332	swap	-
zm118a	7334	swap	-
zm118d	7335	swap	-
zm119d	7336	swap	-
zm120c	7338	swap	-
zm121d	7340	swap	-
zm122a	7342	swap	-
zm123d	7344	swap	-
zm124a	7346	swap	-
zm124d	7347	swap	-
zm125a	7348	swap	-
zm125b	7349	swap	-
zm126a	7350	swap	-
zm126c	7351	swap	-
zm127a	7352	swap	-
zm127e	7353	swap	-
zm128b	7354	swap	-
zm129c	7356	swap	-
zm129e	7357	swap	-
zm130a	7358	swap	-
zm131a	7360	swap	-
zm131e	7361	swap	-
zm132a	7362	swap	-
zm132b	7363	swap	-
zm133a	7364	swap	-
zm134c	7366	swap	-
zm135c	7368	swap	-
zm135d	7369	swap	-
zm136c	7370	swap	-
zm136d	7371	swap	-
zm137b	7372	swap	-
zm137e	7373	swap	-
zm138a	7374	swap	-
zm138e	7375	swap	-
zm139d	7376	swap	-
zm140c	7378	swap	-
zm141a	7380	swap	-
zm142a	7382	swap	-
zm142e	7383	swap	-
zm143a	7384	swap	-
zm144b	7386	swap	-
zm145b	7388	swap	-
zm146d	7390	swap	-
zm147a	7392	swap	-
zf101a	7400	swap	-
zf102b	7402	swap	-
zf102d	7403	swap	-
zf103a	7404	swap	-
zf103c	7405	swap	-
zf104b	7406	swap	-
zf104d	7407	swap	-
zf105b	7408	swap	-
zf105d	7409	swap	-
zf106c	7410	swap	-
zf106e	7411	swap	-
zf107a	7412	swap	-
zf107b	7413	swap	-
zf108a	7414	swap	-
zf109b	7416	swap	-
zf109d	7417	swap	-
zf110b	7418	swap	-
zf110c	7419	swap	-
zf111b	7420	swap	-
zf111e	7421	swap	-
zf112e	7422	swap	-
zf112f	7423	swap	-
zf113a	7424	swap	-
zf113f	7425	swap	-
zf114d	7426	swap	-
zf114e	7427	swap	-
zf115e	7428	lock	-
zf115f	7429	lock	-
zf116b	7430	swap	-
zf117e	7432	swap	-
zf118b	7434	swap	-
zf119a	7436	swap	-
zf120b	7438	swap	-
zf121e	7440	swap	-
zf122a	7442	swap	-
zf123e	7444	swap	-
zf124a	7446	swap	-
zf124b	7447	swap	-
zf125d	7448	swap	-
zf126d	7450	swap	-
zf126e	7451	swap	-
zf127d	7452	swap	-
zf127e	7453	swap	-
zf128d	7454	swap	-
zf129d	7456	swap	-
zf130d	7458	swap	-
zf131c	7460	swap	-
zf132a	7462	swap	-
zf132b	7463	swap	-
zf133a	7464	swap	-
zf134c	7466	swap	-
zf135b	7468	swap	-
zf135d	7469	swap	-
zf136b	7470	swap	-
zf136c	7471	swap	-
zf137a	7472	swap	-
zf137b	7473	swap	-
zf138g	7474	swap	-
zf139c	7476	swap	-
zf140b	7478	swap	-
zf141c	7480	swap	-
zf142a	7482	swap	-
zf143b	7484	swap	-
zf144a	7486	swap	-
zf144e	7487	swap	-
zf145a	7488	swap	-
zf145d	7489	swap	-
zf146c	7490	swap	-
zf146e	7491	swap	-
zf147b	7492	swap	-
quest	20001	swap	-
Air guild 01	30101	swap	-
Air guild 02	30102	swap	-
Air guild 03	30103	swap	-
Body Guild 01	30201	swap	-
Body Guild 02	30202	swap	-
Body Guild 03	30203	swap	-
Dark guild 01	30301	swap	-
Dark guild 02	30302	swap	-
Dark guild 03	30303	swap	-
Dwarf Alchemy Shop 01	30401	swap	-
Dwarf Alchemy Shop 02	30402	swap	-
Dwarf Alchemy Shop 03	30403	swap	-
Dwarf Alchemy Shop 04	30404	swap	-
Dwarf Armor Shop01	30501	swap	-
Dwarf Armor Shop02	30502	swap	-
Dwarf Armor Shop03	30503	swap	-
Dwarf Armor Shop04	30504	swap	-
Dwarf Bank 01	30601	swap	-
Dwarf Bank 02	30602	swap	-
Dwarf Bank 03	30603	swap	-
Dwarf Boat 01	30701	swap	-
Wizard Temple 01	31001	swap	-
Wizard Temple 02	31002	swap	-
Wizard Temple 03	31003	swap	-
Wizard town hall	31101	swap	-
Wizard Training Center 01	31201	swap	-
Wizard Training Center 02	31202	swap	-
Wizard Training Center 03	31203	swap	-
Wizard Training Center 04	31204	swap	-
Wizard weapon Shop 01	31301	swap	-
Wizard weapon Shop 02	31302	swap	-
Wizard weapon Shop 03	31303	swap	-
Wizard weapon Shop 04	31304	swap	-
Wizard magic Shop 01	31501	swap	-
Wizard magic Shop 02	31502	swap	-
Wizard magic Shop 03	31503	swap	-
Wizard magic Shop 04	31504	swap	-
Wizard Stable 01	31601	swap	-
Wizard Stable 02	31602	swap	-
Wizard Stable 03	31603	swap	-
Wizard tavern 01	31701	swap	-
Wizard tavern 02	31702	swap	-
Wizard tavern 03	31703	swap	-
Wizard tavern 04	31704	swap	-
Wizard Armor Shop 01	31901	swap	-
Wizard Armor Shop 02	31902	swap	-
Wizard Armor Shop 03	31903	swap	-
Wizard Armor Shop 04	31904	swap	-
Wizard Bank 01	32001	swap	-
Wizard Bank 02	32002	swap	-
Wizard Bank 03	32003	swap	-
Wizard Boat 01	32101	swap	-
Wizard Boat 02	32102	swap	-
Wizard Boat 03	32103	swap	-
Warlock Weapon Shop 01	32301	swap	-
Warlock Weapon Shop 02	32302	swap	-
Warlock Weapon Shop 03	32303	swap	-
Warlock Weapon Shop 04	32304	swap	-
Water Guild 01	32401	swap	-
Water Guild 02	32402	swap	-
Water Guild 03	32403	swap	-
Wizard Alchemy Shop 01	32501	swap	-
Wizard Alchemy Shop 02	32502	swap	-
Wizard Alchemy Shop 03	32503	swap	-
Wizard Alchemy Shop 04	32504	swap	-
Warlock Temple 01	32701	swap	-
Warlock Temple 02	32702	swap	-
Warlock Temple 03	32703	swap	-
Warlock Town Hall	32801	swap	-
Warlock Training Center 01	32901	swap	-
Warlock Training Center 02c	32902	swap	-
Warlock Training Center 03	32903	swap	-
Warlock Training Center 04	32904	swap	-
Warlock Magic Shop 01	33101	swap	-
Warlock Magic Shop 02	33102	swap	-
Warlock Magic Shop 03	33103	swap	-
Warlock Magic Shop 04	33104	swap	-
Warlock Stable 01	33201	swap	-
Warlock Stable 02	33202	swap	-
Warlock Stable 03	33203	swap	-
Warlock tavern 01	33301	swap	-
Warlock tavern 02	33302	swap	-
Warlock tavern 03	33303	swap	-
Warlock tavern 04	33304	swap	-
Warlock Armor Shop 01	33501	swap	-
Warlock Armor Shop 02	33502	swap	-
Warlock Armor Shop 03	33503	swap	-
Warlock Armor Shop 04	33504	swap	-
Warlock Bank 01	33601	swap	-
Warlock Bank 02	33602	swap	-
Warlock Bank 03	33603	swap	-
Warlock Boat 01	33701	swap	-
Warlock Boat 02	33702	swap	-
Warlock Boat 03	33703	swap	-
Lord Markham & judge	33901	swap	-
Mind Guild 01	34001	swap	-
Mind Guild 02	34002	swap	-
Mind Guild 03	34003	swap	-
Spirit guild 01	34101	swap	-
Spirit guild 02	34102	swap	-
Spirit guild 03	34103	swap	-
Warlock Alchemy Shop 01	34201	swap	-
Warlock Alchemy Shop 02	34202	swap	-
Warlock Alchemy Shop 03	34203	swap	-
Warlock Alchemy Shop 04	34204	swap	-
Human Town Hall	34302	swap	-
Human Training Center 01	34401	swap	-
Human Training Center 02	34402	swap	-
Human Training Center 03	34403	swap	-
Human Training Center 04	34404	swap	-
Human Weapon shop 01	34501	swap	-
Human Weapon shop 02	34502	swap	-
Human Weapon shop 03	34503	swap	-
Human Weapon shop 04	34504	swap	-
Light Guild 01	34601	swap	-
Light Guild 02	34602	swap	-
Light Guild 03	34603	swap	-
Human Stable 01	34801	swap	-
Human Stable 02	34802	swap	-
Human Stable 03	34803	swap	-
Human Tavern 01	34901	swap	-
Human Tavern 02	34902	swap	-
Human Tavern 03	34903	swap	-
Human Tavern 04	34904	swap	-
Human Temple 01	35001	swap	-
Human Temple 02	35002	swap	-
Human Temple 03	35003	swap	-
Human Bank 01	35201	swap	-
Human Bank 02	35202	swap	-
Human Bank 03	35203	swap	-
Human Boat 01	35301	swap	-
Human Boat 02	35302	swap	-
Human Boat 03	35303	swap	-
Human Magic Shop 01	35401	swap	-
Human Magic Shop 02	35402	swap	-
Human Magic Shop 03	35403	swap	-
Human Magic Shop 04	35404	swap	-
Fire Guild 01	35601	swap	-
Fire Guild 02	35602	swap	-
Fire Guild 03	35603	swap	-
Goblin Tavern 01	35701	swap	-
Goblin Tavern 02	35702	swap	-
Goblin Tavern 03	35703	swap	-
Goblin Tavern 04	35704	swap	-
Human Armor Shop 01	35801	swap	-
Human Armor Shop 02	35802	swap	-
Human Armor Shop 03	35803	swap	-
Human Armor Shop 04	35804	swap	-
Evil Temple 01	36001	swap	-
Evil Temple 02	36002	swap	-
Evil Temple 03	36003	swap	-
Evil town Hall	36101	swap	-
Evil Training Center 01	36201	swap	-
Evil Training Center 02	36202	swap	-
Evil Training Center 03	36203	swap	-
Evil Training Center 04	36204	swap	-
Evil Weapon shop 01	36301	swap	-
Evil Weapon shop 02	36302	swap	-
Evil Weapon shop 03	36303	swap	-
Evil Weapon shop 04	36304	swap	-
Evil boat 01	36501	swap	-
Evil boat 02	36502	swap	-
Evil boat 03	36503	swap	-
Evil Magic Shop01	36601	swap	-
Evil Magic Shop02	36602	swap	-
Evil Magic Shop03	36603	swap	-
Evil Magic Shop04	36604	swap	-
Evil Stable 01	36701	swap	-
Evil Stable 02	36702	swap	-
Evil Stable 03	36703	swap	-
Evil Alchemy Shop 01	36901	swap	-
Evil Alchemy Shop 02	36902	swap	-
Evil Alchemy Shop 03	36903	swap	-
Evil Alchemy Shop 04	36904	swap	-
Evil Armor Shop 01	37001	swap	-
Evil Armor Shop 02	37002	swap	-
Evil Armor Shop 03	37003	swap	-
Evil Armor Shop 04	37004	swap	-
Evil Bank 01	37101	swap	-
Evil Bank 02	37102	swap	-
Evil Bank 03	37103	swap	-
Elf Temple 01	37201	swap	-
Elf Temple 02	37202	swap	-
Elf Temple 03	37203	swap	-
Elf Town Hall	37301	swap	-
Elf Training Center 01	37401	swap	-
Elf Training Center 02	37402	swap	-
Elf Training Center 03	37403	swap	-
Elf Training Center 04	37404	swap	-
Elf Weapon Shop 01	37501	swap	-
Elf Weapon Shop 02	37502	swap	-
Elf Weapon Shop 03	37503	swap	-
Elf Weapon Shop 04	37504	swap	-
Elf Stable 01	37701	swap	-
Elf Stable 02	37702	swap	-
Elf Stable 03	37703	swap	-
Elf Tavern 01	37801	swap	-
Elf Tavern 02	37802	swap	-
Elf Tavern 03	37803	swap	-
Elf Tavern 04	37804	swap	-
Elf Armorshop 01	37901	swap	-
Elf Armorshop 02	37902	swap	-
Elf Armorshop 03	37903	swap	-
Elf Armorshop 04	37904	swap	-
Elf Bank 01	38001	swap	-
Elf Bank 02	38002	swap	-
Elf Bank 03	38003	swap	-
Elf Boat 01	38101	swap	-
Elf Boat 02	38102	swap	-
Elf Boat 03	38103	swap	-
Elf Magic Shop 01	38201	swap	-
Elf Magic Shop 02	38202	swap	-
Elf Magic Shop 03	38203	swap	-
Elf Magic Shop 04	38204	swap	-
Dwarf Weapon Shop 01	38201	swap	-
Dwarf Weapon Shop 02	38202	swap	-
Dwarf Weapon Shop 03	38203	swap	-
Dwarf Weapon Shop 04	38204	swap	-
Earth Guild 01	38301	swap	-
Earth Guild 02	38302	swap	-
Earth Guild 03	38303	swap	-
Elf Alchemy Shop 01	38401	swap	-
Elf Alchemy Shop 02	38402	swap	-
Elf Alchemy Shop 03	38403	swap	-
Elf Alchemy Shop 04	38404	swap	-
Dwarf Temple 01	38601	swap	-
Dwarf Temple 02	38602	swap	-
Dwarf Temple 03	38603	swap	-
Dwarf town Hall	38801	swap	-
Dwarf Training Center 01	38901	swap	-
Dwarf Training Center 02	38902	swap	-
Dwarf Training Center 03	38903	swap	-
Dwarf Training Center 04	38904	swap	-
Dwarf Boat 02	39001	swap	-
Dwarf Boat 03	39002	swap	-
Dwarf Magic Shop 01	39101	swap	-
Dwarf Magic Shop 02	39102	swap	-
Dwarf Magic Shop 03	39103	swap	-
Dwarf Magic Shop 04	39104	swap	-
Dwarf Stable 01	39201	swap	-
Dwarf Stable 02	39202	swap	-
Dwarf Stable 03	39303	swap	-
Dwarf Tavern01	39401	swap	-
Dwarf Tavern02	39402	swap	-
Dwarf Tavern03	39403	swap	-
Dwarf Tavern04	39404	swap	-
Human Alchemy Shop 01	39501	swap	-
Human Alchemy Shop 02	39502	swap	-
Human Alchemy Shop 03	39503	swap	-
Human Alchemy Shop 04	39504	swap	-
wererat ratman Attack	8000	swap	-
wererat ratman Death	8001	swap	-
wererat ratman Wince	8002	swap	-
wererat ratman Aware	8003	swap	-
wererat human Attack	8004	swap	-
wererat human Death	8005	swap	-
wererat human Wince	8006	swap	-
wererat human Aware	0	0	-
crystal dragon attk	8008	swap	-
crystal dragon death	8009	swap	-
crystal dragon wince	8010	swap	-
crystal dragon aware	8011	swap	-
pirate_warrior Attack	8012	swap	-
pirate_warrior Death	8013	swap	-
pirate_warrior Wince	8014	swap	-
pirate_warrior Aware	8015	0	-
